Entity,Year,Population,Fossil fuels (TWh),Annual greenhouse gas emissions in CO₂ equivalents,Renewables (TWh growth - equivalent),Annual CO₂ emissions per GDP (kg per international-$),"Industry as % of total employment -- ILO modelled estimates, May 2017",Renewables - % electricity,Share of industry in GDP at constant 2005 prices (GGDC),GDP per capita,417485-annotations
Austria,1991,7755640,254.54054,78741030.0,0.080200195,0.3044811,35.707,65.065765,,27689.771,
Austria,1992,7840816,238.59088,72129580.0,10.407219,0.2722038,34.814,72.392395,,28072.44,
Austria,1993,7905280,239.1349,72373180.0,5.610077,0.27159807,34.467,74.07047,,28101.229,
Austria,1994,7935366,240.44193,71976730.0,-3.4625854,0.26579693,32.4,70.81174,,28780.76,
Austria,1995,7947293,251.3576,74800390.0,6.145645,0.27042842,32.148,70.51468,,29621.682,
Austria,1996,7958043,261.10703,78230080.0,-9.276199,0.27677158,30.327,66.809784,,30413.156,
Austria,1997,7967086,262.8246,78136536.0,6.0465393,0.26930502,29.687,67.92385,,31173.049,
Austria,1998,7975856,265.21317,78160870.0,3.6255035,0.2576064,29.614,69.79614,,32376.33,
Austria,1999,7991382,264.26392,76537250.0,9.715782,0.24305937,29.81,70.677574,,33608.297,
Austria,2000,8010425,262.42456,75960580.0,3.206314,0.23598191,30.069,72.58146,,34796.258,
Austria,2001,8039633,280.44653,79828770.0,-4.070404,0.24592528,29.419,69.17786,,35272.223,
Austria,2002,8078994,282.88486,81418950.0,-1.7986069,0.24714506,28.878,69.03938,,35823.586,
Austria,2003,8120105,307.11383,88362880.0,-19.982162,0.26273167,29.01,60.695835,,36063.12,
Austria,2004,8171215,302.39697,87222390.0,12.333473,0.2557692,26.799,63.975456,,36957.113,
Austria,2005,8227034,306.63385,88401256.0,3.3514786,0.25389358,27.575,63.389675,,37642.76,
Austria,2006,8267771,300.71646,85986340.0,1.4674988,0.23763065,28.163,65.285805,,38866.848,
Austria,2007,8294720,284.4118,83398460.0,7.2878723,0.22038144,27.328,68.62184,,40305.273,
Austria,2008,8321134,288.42078,83309510.0,4.0083084,0.21434069,26.274,69.03876,,40964.793,
Austria,2009,8342939,267.22955,76766856.0,8.02684,0.20325153,25.0,71.161385,,39463.656,
Austria,2010,8362829,287.3896,81495170.0,-6.8484344,0.21248621,24.825,66.24944,,40288.348,
Austria,2011,8391201,275.2274,78986130.0,-11.925598,0.19983031,26.048,65.70832,,41446.0,
Austria,2012,8429641,265.73227,76383700.0,27.950531,0.19090012,26.226,74.71616,,41565.0,
Austria,2013,8479542,266.15073,77255096.0,-3.7393188,0.19204704,25.906,78.185486,,41375.0,
Austria,2014,8546066,250.13168,73299440.0,-0.3862152,0.1805917,25.751,81.46706,,41338.0,
Austria,2015,8642422,256.6368,74992856.0,-6.458664,0.18486863,25.73,76.94422,,41294.0,
Austria,2016,8736491,262.3385,75863280.0,7.437332,0.1845777,25.7,78.28352,,41445.0,
Austria,2017,8797497,273.11026,78219570.0,-1.5511627,0.1864994,25.582,75.719376,,42177.37,
Belgium,1991,9987072,519.6058,153000300.0,-0.052184105,0.44269633,30.353,0.75853354,,27848.305,
Belgium,1992,10016455,516.315,151170080.0,0.23198915,0.43232647,29.757,0.8681042,,28199.574,
Belgium,1993,10043738,510.65756,152536860.0,-0.33044362,0.43214393,29.458,0.7277397,,27857.25,
Belgium,1994,10069182,546.805,155104910.0,0.2750001,0.42968196,28.882,0.85506034,,28706.5,
Belgium,1995,10095204,552.72076,156605740.0,0.21895146,0.42292193,28.254,0.9113166,,29370.088,
Belgium,1996,10123230,589.1822,160491820.0,-0.31804395,0.42741764,27.642,0.7452755,,29820.299,
Belgium,1997,10154876,584.93756,154405260.0,0.07066488,0.39411747,27.554,0.7704161,,30894.283,
Belgium,1998,10188541,602.0638,160341140.0,0.5254035,0.4053517,27.247,0.9258132,,31480.744,
Belgium,1999,10224223,588.42444,156396450.0,0.3013103,0.37424237,25.771,1.0195514,,32571.674,
Belgium,2000,10264351,603.48157,157688940.0,0.59059143,0.36652607,25.794,1.2682691,,33719.77,
Belgium,2001,10309249,602.8867,155978260.0,0.08930969,0.36119762,25.488,1.3735217,,33923.344,
Belgium,2002,10355569,597.305,156841330.0,0.2087245,0.3566371,25.834,1.4084506,,34419.695,
Belgium,2003,10402550,626.1305,158559780.0,0.18852758,0.35727337,25.021,1.435922,,34588.477,
Belgium,2004,10456164,629.1559,161076200.0,0.9286151,0.3456682,24.97,1.8089726,,35740.35,
Belgium,2005,10516979,618.7869,156333090.0,1.9172506,0.32986212,24.686,2.5089178,,36338.383,
Belgium,2006,10582970,621.7085,154004060.0,2.6181374,0.31689364,24.695,3.5632598,,37051.902,
Belgium,2007,10653698,621.80615,150631460.0,1.6337404,0.29763448,24.433,4.0318856,,38082.875,
Belgium,2008,10726720,639.172,149841840.0,2.8819962,0.29430726,24.65,5.3375196,,38117.348,
Belgium,2009,10801357,571.00775,137315360.0,4.6053314,0.26972765,23.453,6.067365,,36998.65,
Belgium,2010,10877948,612.62366,144957100.0,6.1096535,0.27802795,23.447,7.042102,,37739.33,
Belgium,2011,10955742,556.8064,135250860.0,4.6990166,0.24958648,23.2,9.331837,,38130.0,
Belgium,2012,11031140,543.64355,132802870.0,6.156849,0.24318284,21.856,12.908377,,37906.0,
Belgium,2013,11103260,552.079,133355896.0,3.0664444,0.24385977,21.732,14.339899,,37737.0,
Belgium,2014,11176727,523.214,128603310.0,1.7178116,0.22639553,21.393,17.211727,,38228.0,
Belgium,2015,11248306,545.295,133603600.0,4.651127,0.23256215,21.293,21.212564,,38569.0,
Belgium,2016,11316837,551.6957,130754936.0,1.3044395,0.22674629,21.286,16.972368,,38766.0,
Belgium,2017,11384491,557.6527,130213110.0,4.564232,0.22124138,21.196,18.603556,,39352.164,
Bulgaria,1991,8721659,218.48157,90096230.0,1.6647849,0.8388094,37.459,5.5787663,,8319.673,
Bulgaria,1992,8668545,208.68484,82367320.0,-1.1177416,0.8383308,38.679,5.361174,,7846.116,
Bulgaria,1993,8611541,218.66853,82006696.0,-0.3577962,0.8484154,35.958,4.730444,,7959.1636,
Bulgaria,1994,8548469,206.19438,78161870.0,-1.4016123,0.79683095,34.291,3.4228542,,8212.297,
Bulgaria,1995,8477584,217.25267,78061640.0,2.5016127,0.78827417,34.218,5.210084,,8566.603,
Bulgaria,1996,8401382,212.05858,80593850.0,1.7889786,0.8672622,32.064,6.7713213,,7901.1235,
Bulgaria,1997,8318965,198.69548,69647890.0,-0.4879036,0.83022565,32.853,6.3864756,,7927.429,
Bulgaria,1998,8234934,190.23712,66661770.0,1.014247,0.7577189,32.968,7.4065137,,8322.082,
Bulgaria,1999,8162298,164.30557,57730988.0,-1.0172043,0.69805384,33.281,7.187994,,7921.765,
Bulgaria,2000,8097694,158.01701,55405750.0,-0.23655844,0.6478121,32.86,6.477833,,8410.795,
Bulgaria,2001,8034863,164.59537,57561564.0,-2.8010945,0.6779167,32.767,3.7974682,,8832.291,
Bulgaria,2002,7974804,155.02228,54954124.0,1.3009853,0.6087485,32.706,5.0368257,,9471.766,
Bulgaria,2003,7917745,168.57735,60093056.0,2.3805523,0.6312259,32.13,7.070229,,10080.783,
Bulgaria,2004,7865314,162.36998,57292710.0,0.34747982,0.5796184,33.001,7.584541,,10853.785,
Bulgaria,2005,7815221,172.51389,58120936.0,3.3009863,0.55075765,34.242,9.7883005,,11758.084,
Bulgaria,2006,7766040,175.43185,58038564.0,-0.3172083,0.52611715,34.55,9.300792,,12706.182,
Bulgaria,2007,7719035,184.7735,62152780.0,-3.8562527,0.52476925,35.599,6.7132864,,13785.228,
Bulgaria,2008,7674912,179.45262,60248228.0,0.09057522,0.47878456,36.427,6.5754037,,14761.715,
Bulgaria,2009,7634737,150.88222,53259570.0,2.098115,0.41949838,35.192,8.693598,,14363.259,
Bulgaria,2010,7592271,154.66158,56595096.0,5.8164606,0.43146592,33.355,12.527185,,14686.461,
Bulgaria,2011,7543128,170.47174,64182800.0,-5.189766,0.4689421,31.36,7.7877874,,15112.0,
Bulgaria,2012,7488347,156.51334,58316028.0,4.537526,0.42614648,31.323,11.295181,,15204.0,
Bulgaria,2013,7431169,140.88452,51180148.0,4.54996,0.37263206,30.187,16.054832,,15420.0,
Bulgaria,2014,7372142,148.92491,54893670.0,1.2145958,0.39005518,30.187,15.750214,,15711.0,
Bulgaria,2015,7309255,159.54132,58192810.0,4.0099335,0.40136206,29.929,17.967146,,16373.0,
Bulgaria,2016,7245982,151.68547,55288868.0,-4.481531,0.36596122,29.677,15.798923,,17037.0,
Bulgaria,2017,7182430,160.05421,57671536.0,-2.4846096,0.36989078,29.381,13.643445,,17763.693,
Canada,1991,28015762,1860.1794,725489600.0,34.375244,0.5486062,22.577,61.39351,,29151.697,
Canada,1992,28347644,1928.2595,740247500.0,25.066528,0.5589623,21.9,61.643684,,29141.191,
Canada,1993,28668168,1946.9708,742985100.0,21.938599,0.54359484,21.5,61.68843,,29657.574,
Canada,1994,28981190,2009.3557,764717500.0,19.606445,0.5349278,21.778,60.328484,,30745.822,
Canada,1995,29289430,2095.3997,779153900.0,22.83551,0.53337955,21.966,61.172176,,31330.72,
Canada,1996,29593856,2139.88,804791230.0,61.976013,0.54086256,21.743,63.361584,,31594.242,
Canada,1997,29882752,2201.377,825108000.0,-15.437988,0.53184164,22.022,62.360817,,32709.691,
Canada,1998,30144816,2231.2102,831700500.0,-48.804016,0.51804847,22.7,60.486572,,33785.746,
Canada,1999,30399776,2293.156,843343100.0,42.154846,0.5043816,22.923,61.290306,,35345.723,
Canada,2000,30683316,2356.5771,879318400.0,35.10681,0.49803066,22.5,61.7943,,36942.562,
Canada,2001,31002768,2350.008,886931840.0,-78.39606,0.48116326,22.422,59.31232,,37307.207,
Canada,2002,31322400,2428.9885,896887100.0,46.95453,0.47012544,22.5,61.129566,,38123.99,
Canada,2003,31619456,2495.3928,904977860.0,-45.680298,0.4744,22.144,60.063942,,38559.977,
Canada,2004,31911670,2508.9727,893693900.0,2.2380981,0.45751044,22.278,59.678913,,39491.57,
Canada,2005,32215914,2469.9326,881974460.0,61.287537,0.4383283,22.1,60.803677,,40485.02,
Canada,2006,32531864,2464.5818,858513200.0,-30.437988,0.42135173,21.891,60.803535,,41247.15,
Canada,2007,32862458,2579.4573,871527360.0,42.75525,0.42988482,21.457,61.22323,,41806.863,
Canada,2008,33218542,2505.8813,838211400.0,21.76709,0.4123293,21.414,62.623207,,41896.426,
Canada,2009,33593920,2391.9766,784479800.0,-20.299316,0.39965948,20.299,63.85556,,40312.62,
Canada,2010,33963416,2469.1953,783076030.0,-42.46631,0.3950927,20.201,62.90026,,41209.426,
Canada,2011,34323536,2532.3904,799018000.0,72.065796,0.38833606,20.277,64.05245,,42197.0,
Canada,2012,34691876,2525.1394,803499300.0,17.277344,0.38233638,20.342,65.05896,,42445.0,
Canada,2013,35063696,2571.4575,817822460.0,26.10669,0.37595928,20.122,65.39234,,42994.0,
Canada,2014,35404616,2600.671,828225340.0,-28.826294,0.3648718,19.987,64.73612,,43607.0,
Canada,2015,35732120,2610.2627,835309800.0,32.213867,0.36461216,19.619,65.27169,,43619.0,
Canada,2016,36113532,2538.53,819271940.0,19.403564,0.35160032,19.507,66.13221,,43745.0,
Canada,2017,36554344,2579.9878,821730400.0,20.98108,0.34627038,19.502,67.51717,,44591.64,
Croatia,1991,4844526,67.419365,29065194.0,4.7519417,0.37280723,35.392,64.49361,,10296.19,
Croatia,1992,4798318,67.64407,24826508.0,-3.490779,0.40621963,34.829,48.988766,,9331.893,
Croatia,1993,4792409,70.49165,24486040.0,0.6349659,0.44295284,35.795,47.7534,,8739.54,
Croatia,1994,4819431,68.77319,24840322.0,2.5757322,0.39090165,34.711,62.029644,,9352.584,
Croatia,1995,4807100,71.01694,20958020.0,0.74261475,0.37886375,30.418,61.380795,,10180.252,
Croatia,1996,4758624,70.96239,20977048.0,6.445942,0.36563316,29.145,70.45659,,11030.079,
Croatia,1997,4711373,76.04705,25740384.0,-5.967016,0.36141345,29.539,57.184753,,11997.593,
Croatia,1998,4659937,80.897385,26198936.0,0.52231216,0.35628724,29.797,52.663757,,12476.047,
Croatia,1999,4605329,80.41928,19912952.0,3.8612347,0.3737523,30.642,56.54854,,12579.877,
Croatia,2000,4548438,77.46547,18188044.0,-2.6108322,0.35777014,28.875,57.282413,,13244.541,
Croatia,2001,4506760,80.421455,18808152.0,2.0101452,0.37060887,29.158,56.225525,,13817.681,
Croatia,2002,4482874,84.54285,19842740.0,-4.0152264,0.36686513,30.033,46.02675,,14683.838,
Croatia,2003,4461141,90.4913,21301294.0,-1.2509708,0.36295885,30.252,41.394997,,15740.499,
Croatia,2004,4443351,88.54533,22449506.0,6.167444,0.33850053,29.946,54.931602,,16628.574,
Croatia,2005,4429687,89.06604,22699364.0,-1.7768688,0.32626793,28.628,54.05819,,17581.36,
Croatia,2006,4417562,89.03258,23685128.0,-1.3016529,0.30924785,29.348,51.47059,,18707.49,
Croatia,2007,4405542,95.01379,28003326.0,-5.476156,0.30565405,30.823,37.79904,,19984.037,
Croatia,2008,4393666,91.40181,26602526.0,3.0216064,0.27995005,30.817,45.6964,,20717.316,
Croatia,2009,4382142,85.492805,24311380.0,4.5333138,0.27514216,29.264,56.02996,,19501.588,
Croatia,2010,4368680,82.44185,24003554.0,4.826391,0.26569232,27.583,62.880325,,19511.35,
Croatia,2011,4351838,79.79889,23613598.0,-11.172986,0.25787237,28.069,47.016922,,19813.0,
Croatia,2012,4331592,72.79537,27199254.0,0.1499443,0.24362792,28.126,49.6695,,19441.0,
Croatia,2013,4308854,70.367516,23876834.0,10.906146,0.23789762,27.866,66.5233,,19298.0,
Croatia,2014,4283968,68.66936,23031568.0,1.6339073,0.22936787,27.233,73.95833,,19284.0,
Croatia,2015,4254821,70.38391,23513698.0,-6.703413,0.22787493,27.066,66.844444,,19698.0,
Croatia,2016,4223748,72.107635,22857610.0,1.986948,0.22571322,26.965,66.24405,,20376.0,
Croatia,2017,4192468,75.561066,23531744.0,-3.4005852,0.2265169,26.809,60.39016,,21232.361,
Cyprus,1991,799067,,4515598.0,0.0,0.47618273,28.731,0.0,,15417.124,
Cyprus,1992,810435,,4965006.0,0.0,0.4627115,27.924,0.0,,16570.396,
Cyprus,1993,825993,,5322806.0,0.0,0.47542304,27.441,0.0,,16439.24,
Cyprus,1994,844452,,5488601.5,0.0,0.4635471,26.81,0.0,,17210.986,
Cyprus,1995,862419,,5469104.5,0.0,0.40878558,25.198,0.0,,18751.486,
Cyprus,1996,880064,,5883527.5,0.0,0.42354384,24.959,0.0,,18875.29,
Cyprus,1997,897476,,6139724.0,0.0,0.41483057,25.029,0.0,,19264.787,
Cyprus,1998,914667,,6359576.5,0.0,0.40880084,24.295,0.0,,20212.738,
Cyprus,1999,931612,,6830730.5,0.0,0.40198797,23.951,0.0,,21147.525,
Cyprus,2000,948238,,7062937.5,,0.39023042,23.792,0.0,,22326.799,
Cyprus,2001,964838,,6913549.0,,0.36657038,23.782,0.0,,23095.736,
Cyprus,2002,982202,,7899054.0,,0.36086586,23.29,0.0,,23828.072,
Cyprus,2003,1000355,,8298886.5,,0.36789763,22.957,0.0,,24347.076,
Cyprus,2004,1018688,,8757037.0,,0.35913807,23.482,0.0,,25355.24,
Cyprus,2005,1037070,,8420944.0,,0.35048327,24.047,0.0,,26164.209,
Cyprus,2006,1055445,34.407574,8601700.0,,0.34177446,22.678,0.0,,27142.018,
Cyprus,2007,1073875,34.965965,8771190.0,,0.33562386,22.572,0.0,,28109.996,
Cyprus,2008,1092402,,9112493.0,,0.3281507,22.485,0.19723865,,28736.975,
Cyprus,2009,1110979,,8522042.0,,0.3216744,21.822,0.57581574,,27735.033,
Cyprus,2010,1129693,,8404940.0,,0.3008547,20.42,1.500938,,27630.104,
Cyprus,2011,1145090,,8027774.5,,0.28562868,20.921,3.4552846,,27272.0,
Cyprus,2012,1156556,,7342350.0,,0.27506885,20.2,5.508475,,26011.0,
Cyprus,2013,1166972,,6634240.5,,0.26509452,17.563,7.692308,,24519.0,
Cyprus,2014,1176997,,7834221.0,,0.28427246,16.705,7.142857,,24411.0,
Cyprus,2015,1187286,,7361805.0,,0.28040943,16.921,8.810573,,24963.0,
Cyprus,2016,1197889,,8309318.0,,0.288138,16.623,8.793456,,25577.0,
Cyprus,2017,1208527,,8299999.0,,0.28097016,16.716,8.6,,26445.287,
Denmark,1991,5158325,229.4569,80198920.0,0.8389988,0.41574115,27.247,2.9009302,31.5,29915.447,
Denmark,1992,5175466,213.6849,74331150.0,1.0550671,0.36890388,27.081,4.4227643,31.0,30573.574,
Denmark,1993,5193776,225.84038,75699144.0,1.0114851,0.3808961,26.124,4.738081,29.6,30649.537,
Denmark,1994,5213801,242.76701,80413416.0,-0.1744566,0.3838887,26.522,4.2878265,30.7,32359.297,
Denmark,1995,5235205,237.98395,77186900.0,0.34680367,0.35318178,27.116,5.0626016,30.9,33356.14,
Denmark,1996,5256002,283.54694,90335720.0,0.7062683,0.41459388,26.435,3.883495,30.0,34325.44,
Denmark,1997,5277385,254.1063,80707304.0,2.5496817,0.34879196,26.348,6.6169825,30.6,35499.062,
Denmark,1998,5298991,241.82932,75610140.0,2.9703627,0.31751326,26.529,9.566698,30.5,36361.23,
Denmark,1999,5319856,232.78914,72837710.0,1.3977194,0.29371533,26.992,11.262535,30.9,37523.426,
Denmark,2000,5340662,219.73676,69774500.0,3.5228996,0.2606398,25.455,15.472222,31.0,39021.176,
Denmark,2001,5360753,219.65651,71131320.0,0.77734756,0.26456836,25.468,15.509013,30.3,39425.863,
Denmark,2002,5378700,216.42538,70049450.0,2.7700882,0.26023784,23.582,17.286152,29.8,39709.37,
Denmark,2003,5396355,231.08041,75523550.0,3.8220634,0.2813747,22.928,17.48267,29.2,39983.145,
Denmark,2004,5415583,213.30814,71483150.0,4.1914845,0.2475836,23.733,23.571606,29.4,41178.562,
Denmark,2005,5436314,198.45697,67626070.0,0.7984638,0.22499327,23.892,27.049406,29.3,42264.63,
Denmark,2006,5457863,224.2651,74610700.0,-1.8446541,0.2485606,23.377,20.153507,29.1,44025.484,
Denmark,2007,5479722,208.29022,70687270.0,3.046051,0.22520302,23.54,26.201982,28.5,44481.47,
Denmark,2008,5502752,196.97833,67113970.0,-0.70046425,0.21086748,22.721,27.580559,28.8,44246.4,
Denmark,2009,5526455,185.03546,64186810.0,-0.10145378,0.21014193,20.371,27.672438,27.4,42090.17,
Denmark,2010,5550850,191.2015,67188090.0,7.1949654,0.20652662,19.606,31.97839,,42932.4,
Denmark,2011,5576016,171.63606,60158330.0,5.7803955,0.18224092,19.94,40.232822,,43575.0,
Denmark,2012,5600955,154.03226,55825110.0,2.6430206,0.16384257,19.6,48.33876,,43510.0,
Denmark,2013,5625393,159.75766,58056052.0,2.8659172,0.17007355,19.481,45.941277,,43733.0,
Denmark,2014,5650654,146.59099,53085156.0,5.3851013,0.15048194,19.293,55.886925,,44241.0,
Denmark,2015,5677795,139.1057,50860844.0,2.304657,0.13840333,19.215,65.43381,,44635.0,
Denmark,2016,5706856,143.523,52581920.0,-1.3996658,0.14374387,19.19,60.1964,,44836.0,
Denmark,2017,5737286,134.88422,50157800.0,9.631966,0.1322819,19.167,70.25459,,45455.555,
Estonia,1991,1565621,116.732086,38270290.0,0.0,1.4246141,37.044,0.0,,15350.635,
Estonia,1992,1540386,81.38799,27683898.0,0.0,1.2053365,35.999,0.0,,13214.388,
Estonia,1993,1504446,67.58692,20896320.0,0.0,1.0656736,33.252,0.0,,12207.185,
Estonia,1994,1475730,68.5388,20404222.0,0.0,1.1354228,32.489,0.0,,12070.061,
Estonia,1995,1452777,62.146576,18305426.0,0.019153222,0.97589606,34.228,0.115074806,,12881.278,
Estonia,1996,1434670,65.996574,19430768.0,-0.0031921957,0.9928719,33.651,0.0,,13547.661,
Estonia,1997,1421491,65.002014,19545630.0,0.009576611,0.8854587,33.805,0.10845987,,15074.775,
Estonia,1998,1411151,58.292824,17775820.0,0.012768751,0.7836999,32.984,0.11737089,,15593.005,
Estonia,1999,1403494,53.683647,16984634.0,0.015020166,0.7557613,31.851,0.12106537,,15335.106,
Estonia,2000,1396881,55.296604,15449671.0,0.1370295,0.6747312,34.919,0.11750881,,16806.975,
Estonia,2001,1388000,57.750828,15271248.0,-0.0983878,0.661584,33.754,0.23557127,,17696.61,
Estonia,2002,1379241,57.499256,16549641.0,0.014653027,0.6134003,30.164,0.3516999,,18589.15,
Estonia,2003,1370663,62.68629,17682816.0,0.031188361,0.6518234,31.179,0.492126,,19771.742,
Estonia,2004,1362489,63.916676,19838152.0,0.047598153,0.6255087,34.077,0.58195925,,20803.758,
Estonia,2005,1354665,64.14318,18669326.0,0.13758358,0.57345647,34.074,1.0784314,,22518.541,
Estonia,2006,1346711,63.291786,18126366.0,0.06644082,0.5083433,33.715,1.3360741,,24578.816,
Estonia,2007,1340576,73.31503,21857834.0,0.050815552,0.5814385,35.299,1.1494253,,26177.871,
Estonia,2008,1337013,67.23302,20125258.0,0.18071893,0.55833095,35.537,1.8903592,,24429.021,
Estonia,2009,1334557,57.060886,17533642.0,1.0354561,0.5382531,31.764,6.1503425,,20538.049,
Estonia,2010,1331535,69.847244,21792748.0,1.6450077,0.704044,30.561,8.095605,,20713.426,
Estonia,2011,1327435,69.31334,22009972.0,0.34860802,0.6643083,32.613,9.154383,,21997.0,
Estonia,2012,1322682,68.93671,21777068.0,0.89600873,0.59709775,31.124,12.29097,,23026.0,
Estonia,2013,1317985,73.6856,23811234.0,-0.7690327,0.6513101,30.273,9.262049,,23436.0,
Estonia,2014,1314531,69.839325,23621188.0,0.54137444,0.60662264,30.154,11.164659,,24146.0,
Estonia,2015,1314658,63.885067,20936806.0,0.41649103,0.5025819,29.894,15.369459,,24493.0,
Estonia,2016,1315928,65.999886,22059428.0,0.028275013,0.5471759,29.424,13.064914,,24857.0,
Estonia,2017,1317550,72.88536,23688580.0,0.8360405,0.5543878,28.976,14.1337385,,26254.201,
Finland,1991,5013856,220.41238,85439496.0,6.4124565,0.43723515,28.387,31.390137,,25174.898,
Finland,1992,5042120,214.54427,82436200.0,5.4975586,0.4443731,27.016,34.747967,,24219.76,
Finland,1993,5066609,217.08345,85756216.0,-1.5989571,0.46421668,26.23,31.827108,,23943.744,
Finland,1994,5088491,238.41681,91185960.0,-3.366806,0.4892424,25.904,27.83364,,24797.66,
