Entity,Year,Population,Fossil fuels (TWh),Annual greenhouse gas emissions in CO₂ equivalents,Renewables (TWh growth - equivalent),Annual CO₂ emissions per GDP (kg per international-$),"Industry as % of total employment -- ILO modelled estimates, May 2017",Renewables - % electricity,Share of industry in GDP at constant 2005 prices (GGDC),GDP per capita,417485-annotations
Romania,1999,22039006,352.33823,120191010.0,-1.7767792,0.6076729,27.082,36.239353,,6613.933,
Romania,2000,21919882,361.15204,123231420.0,-10.384945,0.5951823,25.811,28.665632,,7089.9463,
Romania,2001,21797588,365.91168,128007410.0,0.14222336,0.5773622,25.854,27.861813,,7860.4434,
Romania,2002,21653530,379.02023,128060680.0,3.0045853,0.53456736,29.586,29.492832,,8673.619,
Romania,2003,21481322,389.12903,128709660.0,-8.382877,0.5211521,29.135,24.179432,,9369.233,
Romania,2004,21289292,394.38556,130758650.0,9.135166,0.46387082,31.073,29.226412,,10531.172,
Romania,2005,21092264,385.1521,125219950.0,10.282665,0.4283994,30.455,34.03467,,11313.822,
Romania,2006,20909406,399.99896,123903040.0,-5.634289,0.3893996,30.724,29.282297,,12823.231,
Romania,2007,20744226,384.52997,129714790.0,-6.501087,0.36737972,31.426,25.95655,,14418.83,
Romania,2008,20597516,372.5271,128192630.0,3.9042053,0.32608423,31.447,26.512701,,16347.344,
Romania,2009,20466318,318.53482,120103900.0,-4.372406,0.2778311,30.0,26.935736,,15866.127,
Romania,2010,20335212,310.25522,113278840.0,12.444084,0.26345444,28.599,33.49282,,16377.328,
Romania,2011,20220286,330.32312,118396280.0,-10.465626,0.27214754,28.77,26.32258,,17174.0,
Romania,2012,20137112,319.74847,117702840.0,-4.212448,0.26842257,28.67,25.399796,,17174.0,
Romania,2013,20066550,279.87015,103080290.0,13.322109,0.22414243,28.638,34.41503,,17979.0,
Romania,2014,19995836,280.51196,101345830.0,13.277634,0.21781337,28.929,41.60147,,18515.0,
Romania,2015,19906078,279.72678,97942350.0,3.0154724,0.20681915,29.012,39.729977,,19320.0,
Romania,2016,19797820,278.23975,96563430.0,2.6801605,0.22218464,27.975,41.75569,,17782.0,
Romania,2017,19698852,291.52045,99761496.0,-7.25264,0.21536759,27.743,37.9828,,19158.36,
Slovakia,1991,5280230,184.85727,64349536.0,-1.395699,0.9601624,50.408,5.812036,,10537.41,
Slovakia,1992,5301897,176.66003,59078810.0,1.5642471,0.9431459,42.089,8.347676,,9838.615,
Slovakia,1993,5321863,167.13254,55700376.0,4.524194,0.8362117,39.686,14.428275,,10481.115,
Slovakia,1994,5338814,158.22707,53046996.0,2.6258059,0.74488443,40.45,17.11818,,11063.948,
Slovakia,1995,5349999,162.86652,53469988.0,1.5524197,0.69815254,39.254,18.463867,,11874.398,
Slovakia,1996,5358288,166.78403,53930092.0,-1.9309139,0.6536008,39.692,16.614298,,12622.909,
Slovakia,1997,5365829,163.88437,53648904.0,-0.48198986,0.618547,39.651,16.214056,,13335.459,
Slovakia,1998,5371086,164.57278,53228010.0,0.6002693,0.59230405,39.497,16.595415,,13822.1875,
Slovakia,1999,5374617,160.84409,51994950.0,0.6120968,0.584082,38.475,15.901813,,13750.333,
Slovakia,2000,5376700,157.79874,48895684.0,0.41693497,0.5528443,37.325,14.977258,,13904.985,
Slovakia,2001,5376457,161.03802,50922520.0,1.6587429,0.56341934,37.147,15.959786,,14361.901,
Slovakia,2002,5375206,160.24976,49327252.0,0.5872164,0.5246247,38.16,16.84276,,14984.731,
Slovakia,2003,5374381,159.7336,48431416.0,-5.457651,0.5025878,38.157,11.563308,,15773.095,
Slovakia,2004,5374932,156.05617,49369390.0,1.4713697,0.48402753,39.24,13.563218,,16570.861,
Slovakia,2005,5376251,164.04572,49786856.0,1.6067162,0.4544667,38.824,14.932992,,17649.52,
Slovakia,2006,5377239,156.7252,50272004.0,0.7597151,0.4176446,38.827,15.411728,,19099.428,
Slovakia,2007,5378381,150.20972,48881336.0,0.5396328,0.3636257,39.403,17.714695,,21109.94,
Slovakia,2008,5381641,153.30853,49544124.0,-0.9521618,0.3482849,39.563,15.906719,,22231.988,
Slovakia,2009,5388934,139.6745,45996828.0,1.0478859,0.33569577,38.024,19.003477,,20953.037,
Slovakia,2010,5396428,148.79968,47196092.0,2.9753456,0.32694283,37.049,21.69949,,21941.213,
Slovakia,2011,5402686,141.41418,47012784.0,-2.4020424,0.31516862,37.385,17.724213,,22483.0,
Slovakia,2012,5409283,132.59755,44668532.0,1.0448399,0.2931028,37.538,19.369688,,22816.0,
Slovakia,2013,5414744,134.54913,43927710.0,2.3992634,0.28602415,35.824,22.36287,,23132.0,
Slovakia,2014,5419572,121.68817,41171304.0,0.2145443,0.263882,35.459,23.076921,,23703.0,
Slovakia,2015,5424449,125.020325,41877510.0,-0.3100872,0.26028332,35.203,22.795778,,24588.0,
Slovakia,2016,5431205,126.514496,42226060.0,1.4468346,0.25522953,34.874,24.850075,,25364.0,
Slovakia,2017,5439418,136.099,43392450.0,-0.294302,0.25619483,34.523,23.96482,,26096.148,
Slovenia,1991,1989799,44.689255,19090478.0,1.874732,0.42757577,47.542,28.33595,,16401.959,
Slovenia,1992,1991344,43.49163,18446904.0,-0.5470438,0.4512624,45.76,27.714748,,15462.71,
Slovenia,1993,1991685,46.45835,18470200.0,-1.1473112,0.45221427,44.194,25.439331,,15872.12,
Slovenia,1994,1991454,47.820854,18464108.0,1.0763435,0.44300628,42.385,26.377035,,16664.705,
Slovenia,1995,1991115,51.321053,19070338.0,-0.43467712,0.4345974,43.133,25.1938,,17816.8,
Slovenia,1996,1990671,54.367287,19555728.0,1.2301073,0.43934652,41.929,28.122604,,18376.246,
Slovenia,1997,1989831,56.550663,20329720.0,-1.7061825,0.43309188,40.696,23.444613,,19258.945,
Slovenia,1998,1988287,55.7128,20287582.0,1.0615597,0.40915322,39.788,25.145773,,19851.057,
Slovenia,1999,1986263,54.8474,19644266.0,0.9535265,0.37507424,38.188,28.431372,,20793.918,
Slovenia,2000,1984339,53.556305,19447244.0,0.40541077,0.3532459,37.728,28.655401,,21501.336,
Slovenia,2001,1982489,55.99178,20975854.0,-0.17886925,0.37317467,38.768,26.72652,,22006.953,
Slovenia,2002,1983769,56.296413,21381674.0,-1.3859777,0.36673003,38.973,23.356163,,22725.312,
Slovenia,2003,1989413,56.75701,21135716.0,-1.0305882,0.3517858,37.286,22.270426,,23257.422,
Slovenia,2004,1996731,57.898277,21531986.0,3.2215052,0.34756884,36.429,27.570398,,24150.584,
Slovenia,2005,2004780,58.757935,21903414.0,-1.9252033,0.34019926,37.058,23.626738,,24966.94,
Slovenia,2006,2013577,60.220512,22461284.0,0.3238516,0.32806548,35.522,24.487095,,26182.78,
Slovenia,2007,2023230,60.285892,25160140.0,-0.8566599,0.31103697,35.28,22.473404,,27832.764,
Slovenia,2008,2034037,64.21757,25107678.0,2.780673,0.31869596,35.098,26.264473,,28473.596,
Slovenia,2009,2045578,56.981194,23062030.0,1.6368465,0.30774188,33.097,29.896278,,25905.514,
Slovenia,2010,2057294,57.791183,23598188.0,-0.34422493,0.31009442,32.489,29.212791,,26000.92,
Slovenia,2011,2065457,56.455215,23097448.0,-2.5744095,0.3075167,31.595,24.371859,,26004.0,
Slovenia,2012,2069365,54.62937,22515572.0,1.3565645,0.30443472,31.01,27.84566,,25252.0,
Slovenia,2013,2072374,52.289368,21622006.0,2.1482487,0.29544663,31.031,32.34177,,24944.0,
Slovenia,2014,2074923,47.87574,19610692.0,3.803751,0.2568714,31.132,38.483967,,25693.0,
Slovenia,2015,2080865,48.026012,19966420.0,-6.3301325,0.25261804,30.61,29.391891,,26268.0,
Slovenia,2016,2090020,51.391228,20890268.0,1.6999083,0.26110932,29.87,31.176834,,26908.0,
Slovenia,2017,2098396,52.50236,20842294.0,-1.6204815,0.25179812,29.583,27.663553,,28190.18,
South Korea,1991,44487412,1035.5211,306226660.0,-3.5421772,0.42291805,35.679,2.6494057,,15056.16,
South Korea,1992,44703708,1190.1459,330918880.0,-1.1461229,0.43630943,34.905,2.1165414,,15712.002,
South Korea,1993,44932856,1313.6025,362020160.0,3.3446531,0.4526842,33.567,2.6130474,,16503.434,
South Korea,1994,45165784,1434.6058,387762940.0,-5.5634484,0.44963536,33.167,1.2810979,,17720.395,
South Korea,1995,45393416,1557.7795,416504300.0,2.0187879,0.44571128,33.2,1.4797227,,19089.299,
South Korea,1996,45660164,1722.2087,455639260.0,-0.50090027,0.45769763,32.435,1.2532259,,20204.56,
South Korea,1997,45962390,1903.8093,481891100.0,0.117637634,0.45986497,31.169,1.174428,,21055.945,
South Korea,1998,46250260,1681.3728,416293700.0,4.275318,0.41617247,27.828,1.8311406,,19624.691,
South Korea,1999,46520450,1818.5153,449440480.0,-0.24968815,0.4088171,27.473,1.6237404,,21540.693,
South Korea,2000,46788588,1924.5533,479571700.0,-0.43404293,0.40504116,28.172,1.4898535,,23108.018,
South Korea,2001,47064784,1976.8253,495730780.0,-4.992417,0.40406537,27.528,1.4421266,,23804.438,
South Korea,2002,47320664,2062.4233,511918500.0,2.890408,0.3957095,27.273,1.0887018,,25250.637,
South Korea,2003,47539740,2107.5645,521514500.0,4.792165,0.39453635,27.628,1.5609094,,25679.246,
South Korea,2004,47727290,2166.3127,529385860.0,-1.2764549,0.3835253,27.473,1.3346044,,26646.504,
South Korea,2005,47889576,2212.2354,538425150.0,-1.6705027,0.37712145,26.773,1.1032438,,27443.283,
South Korea,2006,48049348,2252.4067,543201800.0,0.1081934,0.3645008,26.274,1.0378252,,28516.484,
South Korea,2007,48220600,2348.8152,562083100.0,1.8463955,0.36061448,25.5,1.0973732,,29716.57,
South Korea,2008,48398630,2374.351,570403100.0,0.9305153,0.36052638,24.925,1.0458357,,30117.729,
South Korea,2009,48588024,2399.5547,576856600.0,1.2270746,0.36397204,24.447,1.0892226,,29967.562,
South Korea,2010,48813036,2621.3225,634370750.0,4.0849037,0.3802985,24.947,1.2183634,,31537.773,
South Korea,2011,49169880,2744.6448,665127230.0,3.5510406,0.38741928,24.769,1.4509554,,32225.0,
South Korea,2012,49634188,2796.073,670520960.0,1.1489811,0.38147128,24.478,1.4864653,,32791.0,
South Korea,2013,50098228,2833.1323,676833800.0,7.4989605,0.37464708,24.402,1.8251772,,33588.0,
South Korea,2014,50558044,2811.3872,671997400.0,6.354122,0.35955244,24.643,2.2226882,,34493.0,
South Korea,2015,50994396,2843.49,677623900.0,6.112171,0.35246795,25.074,2.5710418,,35269.0,
South Korea,2016,51309984,2943.7886,681157300.0,7.825081,0.34498188,24.893,3.016566,,36103.0,
South Korea,2017,51511640,3004.3665,698042800.0,10.647358,0.34312877,24.679,3.6373045,,37093.215,
Spain,1991,38997064,866.3473,295995970.0,5.529579,0.3051066,33.262,17.970922,35.2,19958.06,
Spain,1992,39202250,942.7359,301195300.0,-24.357826,0.30849737,33.162,12.508775,33.5,20329.168,
Spain,1993,39420540,888.1298,291818400.0,16.19046,0.30033153,31.036,16.164928,31.8,20056.54,
Spain,1994,39623732,931.8254,297586140.0,11.61438,0.30478138,30.264,18.060907,32.0,20673.955,
Spain,1995,39814570,989.64343,325368700.0,-13.502823,0.30734906,30.206,14.722221,33.2,21522.098,
Spain,1996,39996476,984.46796,313142370.0,49.851074,0.28293228,29.472,23.793047,32.7,22185.066,
Spain,1997,40180050,1069.7953,319736740.0,-12.522179,0.28358835,29.914,19.546366,32.9,23113.615,
Spain,1998,40362356,1124.0068,333034100.0,-0.25899506,0.2776669,30.517,19.075443,33.4,24284.861,
Spain,1999,40542230,1195.437,357887870.0,-28.208649,0.28532058,30.682,13.232505,33.8,25549.54,
Spain,2000,40741652,1244.0662,367759740.0,25.787079,0.27965954,30.831,15.611987,33.8,26994.86,
Spain,2001,40966450,1271.7705,370795040.0,39.423607,0.26778713,31.46,21.152443,34.2,28153.553,
Spain,2002,41477652,1334.4612,395124930.0,-42.37182,0.27522284,31.042,13.826016,34.2,28753.322,
Spain,2003,42230268,1368.1029,400607500.0,62.459618,0.2680915,30.719,21.667315,34.2,29371.865,
Spain,2004,42959670,1444.0978,415507550.0,-17.224304,0.26998895,30.207,18.319021,33.9,30088.092,
Spain,2005,43685372,1500.0077,427631840.0,-26.009033,0.26984003,29.57,14.859735,33.7,30885.602,
Spain,2006,44422824,1491.931,416598400.0,27.760208,0.25076512,29.403,17.6624,33.4,31907.424,
Spain,2007,45245784,1529.8999,426545150.0,16.31285,0.24510686,29.113,19.334726,32.5,32735.434,
Spain,2008,45966544,1458.1388,391480640.0,11.242859,0.21980637,27.791,20.00515,31.5,32844.324,
Spain,2009,46367772,1312.6128,353829020.0,32.14508,0.19945352,24.699,25.410765,29.3,31669.691,
Spain,2010,46572776,1259.4968,337763620.0,75.482834,0.18875973,22.946,32.79222,,31786.404,
Spain,2011,46729230,1265.2173,349687460.0,-26.695343,0.18977627,21.743,30.040842,,31600.0,
Spain,2012,46756084,1241.4958,332191600.0,5.5063477,0.19127163,20.638,29.604794,,30699.0,
Spain,2013,46603460,1121.1074,305410850.0,50.32071,0.17627898,19.755,39.58289,,30280.0,
Spain,2014,46464548,1094.0911,308291900.0,-2.926239,0.1752586,19.454,40.103294,,30819.0,
Spain,2015,46431344,1151.1338,325008900.0,-36.744904,0.18080978,19.673,34.987568,,31847.0,
Spain,2016,46473320,1143.4977,314676320.0,20.149017,0.18321897,19.503,38.581806,,30110.0,
Spain,2017,46584170,1207.5171,327846980.0,-43.70221,0.18764614,19.219,32.220592,,30908.12,
Sweden,1991,8594170,236.27994,69548744.0,-27.625992,0.2426391,28.255,44.30156,23.5,27614.035,
Sweden,1992,8640277,245.25757,71114220.0,33.399002,0.24417396,26.682,52.333317,22.9,27198.53,
Sweden,1993,8683403,242.93082,73829580.0,1.4158173,0.24857944,25.72,52.91891,22.5,26558.824,
Sweden,1994,8723467,255.36891,78243810.0,-45.728027,0.24847917,25.207,43.027332,23.6,27505.955,
Sweden,1995,8758496,244.80795,80339270.0,27.097687,0.2363755,25.524,47.578903,24.6,28519.443,
Sweden,1996,8785493,263.05484,85362530.0,-49.002533,0.24709876,25.93,38.404095,24.7,29012.105,
Sweden,1997,8807868,244.28334,81240824.0,53.46855,0.22100416,25.594,48.274235,25.1,29862.666,
Sweden,1998,8828629,270.73907,82962340.0,17.149246,0.21301763,25.911,49.18446,25.6,31187.164,
Sweden,1999,8848881,260.3394,80879230.0,-9.14183,0.19323708,25.026,48.275642,26.4,32705.215,
Sweden,2000,8871042,230.02692,80382620.0,25.147522,0.18101545,24.39,57.247128,26.8,34202.605,
Sweden,2001,8896748,236.86372,82695064.0,-1.0646667,0.18105616,23.779,51.559402,26.1,34666.664,
Sweden,2002,8926011,242.44304,84863210.0,-36.947342,0.17855647,22.986,48.500343,27.4,35569.773,
Sweden,2003,8961506,255.92369,90817920.0,-37.15152,0.1755243,22.613,43.378387,28.2,36435.754,
Sweden,2004,9004263,247.8287,91933304.0,28.391296,0.16529995,22.379,44.94693,30.3,38016.062,
Sweden,2005,9051739,244.6366,90888376.0,35.576874,0.1519761,22.042,51.288204,30.9,39258.992,
Sweden,2006,9104724,250.07378,94583220.0,-28.81392,0.14436485,21.937,49.5952,32.0,40992.3,
Sweden,2007,9164274,243.03745,93089210.0,17.929642,0.13662326,21.672,52.029293,32.2,42399.844,
Sweden,2008,9229282,231.01726,89965840.0,12.208969,0.13076869,21.711,54.309544,31.6,42189.965,
Sweden,2009,9301413,217.04445,84599670.0,-7.0482635,0.12663592,20.119,58.42606,29.5,40116.312,
Sweden,2010,9381722,229.47697,91418610.0,10.631744,0.13285346,19.857,55.29808,,42634.754,
Sweden,2011,9467384,209.54068,85633320.0,4.5653534,0.12376349,19.896,55.95555,,42079.0,
Sweden,2012,9555984,201.40807,83228216.0,37.461426,0.11781414,19.634,59.06633,,41650.0,
Sweden,2013,9648935,199.3496,80147150.0,-44.42476,0.11260849,19.165,54.035156,,41811.0,
Sweden,2014,9747507,192.4726,77643680.0,9.206741,0.10555376,18.613,55.841366,,42476.0,
Sweden,2015,9849344,190.2769,78461250.0,45.931732,0.101283915,18.633,63.271606,,43746.0,
Sweden,2016,9953322,195.60199,78374504.0,-33.04825,0.09796407,18.446,57.17493,,44659.0,
Sweden,2017,10058191,193.49849,78105470.0,16.383026,0.093404844,18.226,57.88224,,45192.742,
United Kingdom,1991,57359452,2345.415,803064100.0,-1.4254885,0.40969995,30.389,1.6555673,33.8,25792.014,
United Kingdom,1992,57509240,2308.4873,772719000.0,3.264493,0.3981847,29.906,2.0041335,33.2,25790.186,
United Kingdom,1993,57647464,2303.9944,750817340.0,-1.7088909,0.37948275,29.392,1.7782198,32.8,26349.342,
United Kingdom,1994,57785900,2272.3254,742346940.0,3.8059235,0.36210772,27.781,2.13833,33.4,27277.543,
United Kingdom,1995,57930364,2279.9531,740943360.0,-0.8406944,0.34874478,27.438,2.0662897,33.1,27861.215,
United Kingdom,1996,58078584,2390.419,765098700.0,-2.9098969,0.35277912,27.439,1.6260163,32.7,28472.248,
United Kingdom,1997,58250190,2329.8015,735770700.0,4.4610825,0.32836545,26.878,1.9903204,32.2,29259.764,
United Kingdom,1998,58438320,2343.3271,729023300.0,4.492195,0.32181275,26.666,2.395591,31.4,30077.385,
United Kingdom,1999,58635204,2340.451,704336700.0,3.0413322,0.30809274,25.843,2.6338127,30.8,30932.537,
United Kingdom,2000,58850044,2392.8765,706154050.0,0.99017334,0.30116242,25.18,2.628229,30.0,31946.037,
United Kingdom,2001,59092016,2408.9946,709968800.0,-1.02981,0.29805166,24.654,2.4794033,28.9,32660.441,
United Kingdom,2002,59355690,2351.4624,687000300.0,4.6917973,0.28242257,23.912,2.8716042,28.0,33271.3,
United Kingdom,2003,59649800,2389.559,693808500.0,-0.8898239,0.27875063,23.356,2.6845133,27.3,34232.426,
United Kingdom,2004,59995852,2426.7568,695192300.0,10.235584,0.27299646,22.318,3.5895612,26.4,34865.78,
United Kingdom,2005,60383740,2436.8945,698416000.0,9.085979,0.26393,22.21,4.2500315,25.2,35623.625,
United Kingdom,2006,60803700,2416.0334,686739460.0,4.507515,0.256599,22.067,4.5560956,24.7,36214.07,
United Kingdom,2007,61260680,2370.5083,666658600.0,6.2687836,0.24678992,22.192,4.9595523,24.4,36816.676,
United Kingdom,2008,61742150,2343.3196,644164350.0,11.380447,0.24208046,21.288,5.640683,24.1,36264.79,
United Kingdom,2009,62243384,2158.6113,584788700.0,11.751472,0.22964168,19.718,6.699225,22.5,34402.36,
United Kingdom,2010,62760050,2224.9375,597291400.0,4.858246,0.2336637,19.335,6.852327,,34754.473,
United Kingdom,2011,63286360,2044.2004,552411700.0,24.14737,0.21141885,19.235,9.565997,,34971.0,
United Kingdom,2012,63808730,2064.2664,570766400.0,14.862595,0.21656853,19.072,11.333718,,35185.0,
United Kingdom,2013,64302296,2021.6089,558915260.0,35.228317,0.20820701,18.92,14.851513,,35618.0,
United Kingdom,2014,64773504,1875.129,518561200.0,33.93248,0.1856243,18.981,19.081284,,36436.0,
United Kingdom,2015,65224370,1843.9943,505815900.0,50.66092,0.1748753,18.741,24.599403,,36941.0,
United Kingdom,2016,65655204,1818.8457,481302850.0,-1.2672577,0.1623662,18.565,24.473732,,37334.0,
United Kingdom,2017,66064810,1782.2031,468639300.0,42.25122,0.15453865,18.36,29.238365,,37782.83,
United States,1991,251560200,19680.094,6096763000.0,-1.5200195,0.5477316,25.722,10.741865,21.0,36463.957,
United States,1992,255175330,20084.928,6216769000.0,-90.34906,0.5405503,25.114,9.729862,20.8,37240.3,
United States,1993,258779760,20497.916,6310290000.0,93.03363,0.5361344,24.551,10.2707815,21.0,37761.535,
United States,1994,262273580,20893.97,6435010000.0,-55.73999,0.52426386,24.347,9.532383,21.8,38807.28,
United States,1995,265660560,21170.41,6453725000.0,145.63489,0.51618683,24.137,10.601639,21.8,39390.625,
United States,1996,268984350,21883.338,6638958600.0,103.593994,0.5145199,23.927,11.360623,21.5,40412.75,
United States,1997,272395420,22175.863,6720330000.0,33.97888,0.4990143,23.808,11.45328,21.5,41722.67,
United States,1998,275835000,22302.24,6767301000.0,-98.71692,0.48154432,23.355,10.147997,21.4,43072.758,
United States,1999,279181570,22599.816,6864969700.0,-7.906616,0.4656613,22.623,9.860898,21.2,44575.848,
United States,2000,282398560,23224.576,7048426000.0,-121.01868,0.46325025,22.472,9.229899,20.5,45886.47,
United States,2001,285470500,22744.744,6857520000.0,-182.50714,0.45095626,21.801,7.5132055,19.6,45878.008,
United States,2002,288350240,22941.979,6859837400.0,169.41974,0.44593439,21.189,8.749216,19.6,46266.297,
United States,2003,291109820,23040.12,6934596600.0,46.707275,0.4384148,20.587,9.025211,19.3,47157.996,
United States,2004,293947870,23499.125,7013343700.0,0.50671387,0.4296251,20.268,8.73341,19.6,48492.72,
United States,2005,296842660,23512.965,7042069000.0,32.19458,0.41704944,20.194,8.749464,19.2,49654.76,
United States,2006,299753100,23186.37,6957280000.0,113.76709,0.40094942,20.295,9.418474,19.1,50489.86,
United States,2007,302743400,23576.988,7030173700.0,-65.66577,0.39898056,20.172,8.39841,18.7,50901.746,
United States,2008,305694900,22795.662,6832015400.0,137.97534,0.3861111,19.384,9.1809435,17.8,50275.746,
United States,2009,308512030,21395.902,6320535000.0,134.64514,0.36797482,18.277,10.547689,16.8,48452.934,
United States,2010,311182850,22173.703,6506400300.0,59.61035,0.3719374,17.774,10.3180895,16.3,49266.914,
United States,2011,313876600,21749.736,6360037400.0,258.67615,0.35759935,17.756,12.466525,,49675.0,
United States,2012,316651330,21192.219,6164854000.0,-49.529175,0.33717406,17.762,12.184118,,50394.0,
United States,2013,319375170,21720.053,6299595300.0,110.696655,0.34020427,17.622,12.831115,,50863.0,
United States,2014,322033950,21926.727,6368018400.0,52.50061,0.335424,17.538,13.35031,,51664.0,
United States,2015,324607780,21655.59,6213992000.0,34.90271,0.31808597,17.491,13.626135,,52591.0,
United States,2016,327210200,21413.307,6091915300.0,208.20544,0.3060693,17.243,15.288093,,53015.0,
United States,2017,329791230,21310.291,6078619600.0,213.71191,0.2962081,17.232,17.451527,,54007.77,
